p_Name,shop_name,ProductID,price,PreferentialPrice,CommentCount,GoodRateShow,GoodCount,GeneralCount,PoorCount,keyword,type,brand,X_type,X_name,capacitysource
奥克斯（AUX）NSP系列变频柜机 远距送风 冷暖除湿 大3匹(KFR-72LW/BpNSP1+3),奥克斯空调华北正瑞专卖店,12898668563,6999.00,5199.00,10,95,10,0,1,,奥克斯（AUX） 奥克斯（AUX）NSP系列变频柜机 远距送风 冷暖除湿 大3匹(KFR-72LW/BpNSP1+3) 12898668563 奥克斯空调华北正瑞专卖店 40.0kg 中国大陆 变频 冷暖空调 白色 2匹 三级能效 20-30㎡ 立柜式空调,奥克斯,变频,奥克斯（AUX）NSP系列变频柜机 远距送风 冷暖除湿 大3匹(KFR-72LW/BpNSP1+3),
海信（hisense）空调 立柜式 变频冷暖空调 KFR-72LW/A8K851H-A3(2N06),海信易博专卖店,15040714957,7999.00,7999.00,0,100,0,0,0,,海信（Hisense） 海信（hisense）空调 立柜式 变频冷暖空调 KFR-72LW/A8K851H-A3(2N06) 15040714957 海信易博专卖店 31.0kg 变频 冷暖空调 其他 2匹 三级能效 20-30㎡ 立柜式空调,海信,变频,海信（hisense）空调 立柜式 变频冷暖空调 KFR-72LW/A8K851H-A3(2N06),
格力（GREE） 2级能效变频 金贝圆柱式冷暖空调（奢华金）（皓雪白）下单请备注颜色 KFR-72LW/(72578)FNhAa-A2,格力空调北京本源专卖店,11155494774,15600.00,15600.00,0,100,0,0,0,,格力（GREE） 格力（GREE） 2级能效变频 金贝圆柱式冷暖空调（奢华金）（皓雪白）下单请备注颜色 KFR-72LW/(72578)FNhAa-A2 11155494774 格力空调北京本源专卖店 64.5kg 变频 冷暖空调 变频空调 金色 2匹 二级能效 20-30㎡ 立柜式空调,格力,变频,格力（GREE） 2级能效变频 金贝圆柱式冷暖空调（奢华金）（皓雪白）下单请备注颜色 KFR-72LW/(72578)FNhAa-A2,
美的（Midea）2匹/3匹 变频空调 冷暖 三级能效 美的空调柜机 快速制冷 冷静星 KFR-72LW/BP2DN1Y-PA400(B3 冷静星柜机,美的空调河北专卖店,11393918311,6999.00,6699.00,2,100,2,0,0,,美的（Midea） 美的（Midea）2匹/3匹 变频空调 冷暖 三级能效 美的空调柜机 快速制冷 冷静星 KFR-72LW/BP2DN1Y-PA400(B3 冷静星柜机 11393918311 美的空调河北专卖店 74.0kg 变频 冷暖空调 变频空调 白色 2匹 三级能效 20-30㎡ 立柜式空调,美的,变频,美的（Midea）2匹/3匹 变频空调 冷暖 三级能效 美的空调柜机 快速制冷 冷静星 KFR-72LW/BP2DN1Y-PA400(B3 冷静星柜机,
美的（Midea）2匹/3匹 定速 三级能效  冷暖 静音 圆柱空调柜机 智行 2匹KFR-51LW/DY-YA400(D3),美的空调辽宁天鸿专卖店,11299785738,7299.00,5599.00,10,100,10,0,0,,美的（Midea） 美的（Midea）2匹/3匹 定速 三级能效  冷暖 静音 圆柱空调柜机 智行 2匹KFR-51LW/DY-YA400(D3) 11299785738 美的空调辽宁天鸿专卖店 99.0kg 中国大陆 定频 冷暖空调 静音空调 其他 2匹 三级能效 30-40㎡ 立柜式空调,美的,定频,美的（Midea）2匹/3匹 定速 三级能效  冷暖 静音 圆柱空调柜机 智行 2匹KFR-51LW/DY-YA400(D3),
TCL 变频冷暖 智能小炫风 空调柜机迷你身躯（一级能效） 2匹 KFRd-51LW/A-ME12Bp(A1),TCL空调旗舰店,15274462825,9999.00,7999.00,0,100,0,0,0,,TCL TCL 变频冷暖 智能小炫风 空调柜机迷你身躯（一级能效） 2匹 KFRd-51LW/A-ME12Bp(A1) 15274462825 TCL空调旗舰店 35.0kg 变频 冷暖空调 全直流变频 金色 2匹 一级能效 20-30㎡ 立柜式空调,TCL,变频,TCL 变频冷暖 智能小炫风 空调柜机迷你身躯（一级能效） 2匹 KFRd-51LW/A-ME12Bp(A1),
奥克斯（AUX） NSP系列 三级能效 定速冷暖 空调柜机 升降面板 远距送风 智能除湿 3匹 KFR-72LW/NSP1+3,奥克斯空调华东铸诚专卖店,12734254746,5599.00,4399.00,40,93,40,1,2,制冷效果好 服务很好 声音小 送货快 机器漂亮 制冷速度快 外机噪音小 空调质量好,奥克斯（AUX） 奥克斯（AUX） NSP系列 三级能效 定速冷暖 空调柜机 升降面板 远距送风 智能除湿 3匹 KFR-72LW/NSP1+3 12734254746 奥克斯空调华东铸诚专卖店 50.0kg KFR-72LW/NSP1+3 定频 冷暖空调 白色 3匹 三级能效 30-40㎡ 立柜式空调,奥克斯,定频,奥克斯（AUX） NSP系列 三级能效 定速冷暖 空调柜机 升降面板 远距送风 智能除湿 3匹 KFR-72LW/NSP1+3,
奥克斯（AUX） 倾城 一级能效 变频冷暖 空调柜机 卷轴艺术 京东微联APP控制 3匹 KFR-72LW/BpNHA2+1,奥克斯空调华东铸诚专卖店,12732031383,7999.00,6999.00,10,100,10,0,0,,奥克斯（AUX） 奥克斯（AUX） 倾城 一级能效 变频冷暖 空调柜机 卷轴艺术 京东微联APP控制 3匹 KFR-72LW/BpNHA2+1 12732031383 奥克斯空调华东铸诚专卖店 35.0kg KFR-72LW/BpNHA2+1 变频 冷暖空调 圆柱式空调 白色 3匹 一级能效 30-40㎡ 立柜式空调,奥克斯,变频,奥克斯（AUX） 倾城 一级能效 变频冷暖 空调柜机 卷轴艺术 京东微联APP控制 3匹 KFR-72LW/BpNHA2+1,
奥克斯（AUX） 变频 冷暖 二级能效  圆柱式 纯铜管 空调 LW/BpYH700 大2匹KFR- 51LW/BpYH700(A2),奥克斯空调陕西帅典专卖店,13562601201,7299.00,5399.00,1,100,1,0,0,,奥克斯（AUX） 奥克斯（AUX） 变频 冷暖 二级能效  圆柱式 纯铜管 空调 LW/BpYH700 大2匹KFR- 51LW/BpYH700(A2) 13562601201 奥克斯空调陕西帅典专卖店 100.0kg 变频 冷暖空调 白色 2匹 二级能效 20-30㎡ 立柜式空调,奥克斯,变频,奥克斯（AUX） 变频 冷暖 二级能效  圆柱式 纯铜管 空调 LW/BpYH700 大2匹KFR- 51LW/BpYH700(A2),
美的（Midea） 全直流变频 一级能效 冷暖空调智能wifi 圆柱空调 智能王 KFR-51LW/BP3DN1Y-YB200(B1 变频柜机,美的空调浙江正美专卖店,11374098932,17599.00,12999.00,0,100,0,0,0,,美的（Midea） 美的（Midea） 全直流变频 一级能效 冷暖空调智能wifi 圆柱空调 智能王 KFR-51LW/BP3DN1Y-YB200(B1 变频柜机 11374098932 美的空调浙江正美专卖店 99.0kg 中国大陆 变频 冷暖空调 变频空调 其他 3匹 一级能效 40㎡以上 立柜式空调,美的,变频,美的（Midea） 全直流变频 一级能效 冷暖空调智能wifi 圆柱空调 智能王 KFR-51LW/BP3DN1Y-YB200(B1 变频柜机,
奥克斯（AUX） 3匹 柜机 空调 二级 立柜式 二匹KFR-72LW/R1TC01+2 三匹30-40平KFR-72LW/R1TC01+2 免费安装,奥克斯万鼎专卖店,15444242881,5799.00,5599.00,20,100,20,0,0,服务很好 送货快,奥克斯（AUX） 奥克斯（AUX）KFR-72LW/R1TC01+2 15444242881 奥克斯万鼎专卖店 105.0kg 中国大陆 KFR-72LW/R1TC01+2 定频 冷暖空调 圆柱式空调，智能空调，静音空调，自动清洁 白色有花纹 3匹 二级能效 20-30㎡，30-40㎡ 立柜式空调,奥克斯,定频,奥克斯（AUX）KFR-72LW/R1TC01+2,
美的 （Midea）冷静星 变频空调柜机 大3匹 KFR-51LW/BP2DN1Y-PA400(B3,美的空调北京邓氏专卖店,17172628269,9399.00,5188.00,0,100,0,0,0,,美的 美的 （Midea）冷静星 变频空调柜机 大3匹 KFR-51LW/BP2DN1Y-PA400(B3 17172628269 美的空调北京邓氏专卖店 65.0kg 变频 冷暖空调 0元安装 其他 3匹 三级能效 20-30㎡ 立柜式空调,美的,变频,美的 （Midea）冷静星 变频空调柜机 大3匹 KFR-51LW/BP2DN1Y-PA400(B3,
奥克斯（AUX） 2匹 柜机空调 二级能效 3匹立柜式 变频空调 柜式空调3匹 2匹KFR-51LW/BPYC700(A2） 免费安装,奥克斯万鼎专卖店,16144297337,8099.00,6249.00,1,100,1,0,0,,奥克斯（AUX） 奥克斯（AUX） 2匹 柜机空调 二级能效 3匹立柜式 变频空调 柜式空调3匹 2匹KFR-51LW/BPYC700(A2） 免费安装 16144297337 奥克斯万鼎专卖店 75.0kg 中国大陆 KFR-72LW/BPYC700(A2） 变频 冷暖空调 圆柱式空调，智能空调，变频空调，静音空调，全直流变频，自动清洁 金色 3匹 二级能效 20-30㎡，30-40㎡ 立柜式空调,奥克斯,变频,奥克斯（AUX） 2匹 柜机空调 二级能效 3匹立柜式 变频空调 柜式空调3匹 2匹KFR-51LW/BPYC700(A2） 免费安装,
大金 DAIKIN B系列 2匹3级能效全直流变频冷暖柜式空调 FVXB350NC-T 2匹,大金上海缘亿专卖店,10731812722,10980.00,10580.00,2,100,2,0,0,,大金（DAIKIN） 大金 DAIKIN B系列 2匹3级能效全直流变频冷暖柜式空调 FVXB350NC-T 2匹 10731812722 大金上海缘亿专卖店 90.0kg 变频 冷暖空调 静音空调 金色 2匹 三级能效 20-30㎡ 立柜式空调,大金,变频,大金 DAIKIN B系列 2匹3级能效全直流变频冷暖柜式空调 FVXB350NC-T 2匹,
美的（Midea） 大2匹/大3匹 圆柱柜式空调 静音定速 智能除湿 冷暖家用立柜式 KFR-51LW/DY-YA400(D3) 2匹,美的空调美翼专卖店,11324031946,7699.00,5699.00,20,96,20,0,1,,美的（Midea） 美的（Midea） 大2匹/大3匹 圆柱柜式空调 静音定速 智能除湿 冷暖家用立柜式 KFR-51LW/DY-YA400(D3) 2匹 11324031946 美的空调美翼专卖店 47.0kg 定频 冷暖空调 静音空调 白色 2匹 三级能效 30-40㎡ 立柜式空调,美的,定频,美的（Midea） 大2匹/大3匹 圆柱柜式空调 静音定速 智能除湿 冷暖家用立柜式 KFR-51LW/DY-YA400(D3) 2匹,
奥克斯（AUX） 倾国 一级能效 变频冷暖 空调柜机 卷轴艺术 京东微联APP控制 3匹 KFR-72LW/BpNHA1+1,奥克斯空调华东铸诚专卖店,12733721981,8299.00,7599.00,4,100,4,0,0,,奥克斯（AUX） 奥克斯（AUX） 倾国 一级能效 变频冷暖 空调柜机 卷轴艺术 京东微联APP控制 3匹 KFR-72LW/BpNHA1+1 12733721981 奥克斯空调华东铸诚专卖店 44.0kg KFR-72LW/BpNHA1+1 变频 冷暖空调 圆柱式空调，高能效空调，智能空调，变频空调，自动清洁 金色 3匹 一级能效 30-40㎡ 立柜式空调,奥克斯,变频,奥克斯（AUX） 倾国 一级能效 变频冷暖 空调柜机 卷轴艺术 京东微联APP控制 3匹 KFR-72LW/BpNHA1+1,
奥克斯（AUX） 三匹柜机空调 变频 一级能效 2匹柜式 3匹空调 冷暖  立柜式空调二匹 3匹KFR-72LW/BPAHA700(A1) 商场同款,奥克斯万鼎专卖店,16146827486,8999.00,8399.00,0,100,0,0,0,,奥克斯（AUX） 奥克斯（AUX） 三匹柜机空调 变频 一级能效 2匹柜式 3匹空调 冷暖  立柜式空调二匹 3匹KFR-72LW/BPAHA700(A1) 商场同款 16146827486 奥克斯万鼎专卖店 59.0kg 中国大陆 KFR-72LW/BPAHA700(A1) 变频 冷暖空调 圆柱式空调，智能空调，变频空调，静音空调，自动清洁 白色 3匹 一级能效 20-30㎡，30-40㎡ 立柜式空调,奥克斯,变频,奥克斯（AUX） 三匹柜机空调 变频 一级能效 2匹柜式 3匹空调 冷暖  立柜式空调二匹 3匹KFR-72LW/BPAHA700(A1) 商场同款,
美的 美的（Midea）1匹 一级能效 全直流变频冷暖空调挂机 KFR-35GW/BP3DN1Y-PC200(B1,美的空调北京邓氏专卖店,12386056060,5399.00,3699.00,3,100,3,0,0,空调质量好,美的 美的 美的（Midea）1匹 一级能效 全直流变频冷暖空调挂机 KFR-35GW/BP3DN1Y-PC200(B1 12386056060 美的空调北京邓氏专卖店 65.0kg 变频 冷暖空调 0元安装，变频空调，自动清洁 白色 3匹 一级能效 10-15㎡ 立柜式空调,美的,变频,美的 美的（Midea）1匹 一级能效 全直流变频冷暖空调挂机 KFR-35GW/BP3DN1Y-PC200(B1,
长虹（CHANGHONG） 启客立柜式 变频圆柱 智能互联 静音冷暖空调 Q1L系列 大3匹 KFR-72LW/Q1L,长虹同望专卖店,17978832130,8790.00,8790.00,0,100,0,0,0,,长虹（CHANGHONG） 长虹（CHANGHONG） 启客立柜式 变频圆柱 智能互联 静音冷暖空调 Q1L系列 大3匹 KFR-72LW/Q1L 17978832130 长虹同望专卖店 80.0kg 变频 圆柱式空调，高能效空调，智能空调，变频空调，静音空调，全直流变频，自动清洁 冷暖空调 2匹 一级能效 20-30㎡，30-40㎡ 立柜式空调,长虹,变频,长虹（CHANGHONG） 启客立柜式 变频圆柱 智能互联 静音冷暖空调 Q1L系列 大3匹 KFR-72LW/Q1L,
美的（Midea ）大2匹/大3匹变频冷暖一级能效 PM2.5净化静音智能空调 尊行 红色 KFR-72LW/BP3DN1Y-YA100(B1,美的空调新疆天鸿顺专营店,12516242409,18900.00,16900.00,0,100,0,0,0,,美的（Midea） 美的（Midea ）大2匹/大3匹变频冷暖一级能效 PM2.5净化静音智能空调 尊行 红色 KFR-72LW/BP3DN1Y-YA100(B1 12516242409 美的空调新疆天鸿顺专营店 48.0kg 变频 高能效空调 其他 冷暖空调 一级能效 40㎡以上 立柜式空调,美的,变频,美的（Midea ）大2匹/大3匹变频冷暖一级能效 PM2.5净化静音智能空调 尊行 红色 KFR-72LW/BP3DN1Y-YA100(B1,
美的（Midea）俊行 大2匹/大三匹 变频 二级能效 智能圆柱柜机  立柜式空调 KFR-51LW/BP2DN1Y-YA302(B2,美的空调新疆天鸿顺专营店,13113643399,8799.00,7599.00,0,100,0,0,0,,美的（Midea） 美的（Midea）俊行 大2匹/大三匹 变频 二级能效 智能圆柱柜机  立柜式空调 KFR-51LW/BP2DN1Y-YA302(B2 13113643399 美的空调新疆天鸿顺专营店 31.0kg 变频 冷暖空调 白色 二级能效 30-40㎡ 立柜式空调,美的,变频,美的（Midea）俊行 大2匹/大三匹 变频 二级能效 智能圆柱柜机  立柜式空调 KFR-51LW/BP2DN1Y-YA302(B2,
格力(GREE) I铂变频 2级能效 圆柱式冷暖空调（香槟金） KFR-72LW/(72551)FNBc-A2,格力空调北京本源专卖店,11021481331,11199.00,11199.00,1,100,1,0,0,,格力（GREE） 格力(GREE) I铂变频 2级能效 圆柱式冷暖空调（香槟金） KFR-72LW/(72551)FNBc-A2 11021481331 格力空调北京本源专卖店 42.0kg 中国大陆 变频 冷暖空调 变频空调 其他 3匹 二级能效 30-40㎡ 立柜式空调,格力,变频,格力(GREE) I铂变频 2级能效 圆柱式冷暖空调（香槟金） KFR-72LW/(72551)FNBc-A2,
格力(GREE) I铂变频 2级能效 圆柱式冷暖空调（香槟金） KFR- 72W/(72551)FNBc-A2,格力空调北京本源专卖店,11021435465,11199.00,11199.00,0,100,0,0,0,,格力（GREE） 格力(GREE) I铂变频 2级能效 圆柱式冷暖空调（香槟金） KFR- 72W/(72551)FNBc-A2 11021435465 格力空调北京本源专卖店 48.0kg 中国大陆 变频 冷暖空调 圆柱式空调 金色 2匹 二级能效 20-30㎡ 立柜式空调,格力,变频,格力(GREE) I铂变频 2级能效 圆柱式冷暖空调（香槟金） KFR- 72W/(72551)FNBc-A2,
海尔（haier）SKFR-72LW/10WBC21AU1大3匹客厅立柜式智能变频冷暖空调 2匹 SKFR-50LW/10WBC21AU1,海尔蜀葵空调专卖店,16369740230,21999.00,9999.00,0,100,0,0,0,,海尔（Haier） 海尔（haier）SKFR-72LW/10WBC21AU1大3匹客厅立柜式智能变频冷暖空调 2匹 SKFR-50LW/10WBC21AU1 16369740230 海尔蜀葵空调专卖店 42.0kg 变频 冷暖空调 其他 一级能效 30-40㎡ 立柜式空调,海尔,变频,海尔（haier）SKFR-72LW/10WBC21AU1大3匹客厅立柜式智能变频冷暖空调 2匹 SKFR-50LW/10WBC21AU1,
美的（Midea） 2匹/3匹 定速 冷暖 空调柜机 冷静星 KFR-72LW/DY-PA400(D3) 冷静星柜机,美的空调河北专卖店,11393825631,5599.00,5499.00,10,93,10,0,1,服务很好,美的（Midea） 美的（Midea） 2匹/3匹 定速 冷暖 空调柜机 冷静星 KFR-72LW/DY-PA400(D3) 冷静星柜机 11393825631 美的空调河北专卖店 91.0kg 定频 冷暖空调 静音空调 白色 2匹 三级能效 20-30㎡ 立柜式空调,美的,定频,美的（Midea） 2匹/3匹 定速 冷暖 空调柜机 冷静星 KFR-72LW/DY-PA400(D3) 冷静星柜机,
奥克斯（AUX） 倾城专柜款 一级能效 冷暖变频智能空调  卷轴立式柜机  WIFI远程 大2匹 KFR-51LW/BpAHA700(A1),奥克斯腾业专卖店,15227951523,8999.00,6299.00,4,100,4,0,0,,奥克斯（AUX） 奥克斯（AUX） 倾城专柜款 一级能效 冷暖变频智能空调  卷轴立式柜机  WIFI远程 大2匹 KFR-51LW/BpAHA700(A1) 15227951523 奥克斯腾业专卖店 100.0kg 中国大陆 变频 冷暖空调 圆柱式空调，高能效空调，智能空调，变频空调，静音空调，全直流变频，自动清洁 白色 2匹 一级能效 20-30㎡，30-40㎡ 立柜式空调,奥克斯,变频,奥克斯（AUX） 倾城专柜款 一级能效 冷暖变频智能空调  卷轴立式柜机  WIFI远程 大2匹 KFR-51LW/BpAHA700(A1),
海信（Hisense）立柜式智能变频内外机双清洗空调 3匹 KFR-72LW/A8X500H-A3,海信科龙容声电器专营店,12101018127,8899.00,6999.00,10,100,10,0,0,机器漂亮 外机噪音小 空调质量好 变频省电 制冷制热快 制冷比较快 安装速度 制冷效果好,海信（Hisense） 海信（Hisense）立柜式智能变频内外机双清洗空调 3匹 KFR-72LW/A8X500H-A3 12101018127 海信科龙容声电器专营店 83.0kg 变频 冷暖空调 白色 3匹 三级能效 30-40㎡ 立柜式空调,海信,变频,海信（Hisense）立柜式智能变频内外机双清洗空调 3匹 KFR-72LW/A8X500H-A3,
【顺丰配送】金三洋(JENSANY) 空调柜机 立柜式 冷暖/单冷定频 客厅家用静音 除湿 大3匹冷暖,JENSANY旗舰店,11498729559,5999.00,3999.00,600,95,500,7,20,安装速度 空调质量好 送货快 声音小 制冷效果好 制冷比较快 一般 外机噪音小 制冷速度快,JENSANY 【顺丰配送】金三洋(JENSANY) 空调柜机 立柜式 冷暖/单冷定频 客厅家用静音 除湿 大3匹冷暖 11498729559 JENSANY旗舰店 42.0kg 中国大陆 定频 冷暖空调 白色有花纹 3匹 三级能效 40㎡以上 立柜式空调,金三洋,定频,【顺丰配送】金三洋(JENSANY) 空调柜机 立柜式 冷暖/单冷定频 客厅家用静音 除湿 大3匹冷暖,
海尔统帅（Leader）2匹/3匹变频自清洁圆柱空调 3匹 KFR-72LW/12CLA22ATU1,统帅大愉专卖店,16278521871,8499.00,7499.00,1,100,1,0,0,,统帅（Leader） 海尔统帅（Leader）2匹/3匹变频自清洁圆柱空调 3匹 KFR-72LW/12CLA22ATU1 16278521871 统帅大愉专卖店 48.0kg 中国大陆 KFR-72LW/12CLA22ATU1 变频 冷暖空调 圆柱式空调 其他 2匹 二级能效 40㎡以上 立柜式空调,统帅,变频,海尔统帅（Leader）2匹/3匹变频自清洁圆柱空调 3匹 KFR-72LW/12CLA22ATU1,
美的 （Midea）空调柜机 冷静星 时尚薄型 3匹KFR-72LW/DY-PA400(D3),美的空调北京邓氏专卖店,13113225157,9999.00,5399.00,70,100,70,0,0,,美的 美的 （Midea）空调柜机 冷静星 时尚薄型 3匹KFR-72LW/DY-PA400(D3) 13113225157 美的空调北京邓氏专卖店 65.0kg 定频 冷暖空调 0元安装 白色 3匹 三级能效 20-30㎡ 立柜式空调,美的,定频,美的 （Midea）空调柜机 冷静星 时尚薄型 3匹KFR-72LW/DY-PA400(D3),
海尔 (Haier)2/3匹变频冷暖一级能效智能圆柱柜机 3匹 KFR-72LW/07EAB21AU1,海尔好迪专卖店,14440199534,11999.00,9599.00,1,100,1,0,0,,海尔 海尔 (Haier)2/3匹变频冷暖一级能效智能圆柱柜机 3匹 KFR-72LW/07EAB21AU1 14440199534 海尔好迪专卖店 87.0kg 变频 冷暖空调 金色 3匹 一级能效 30-40㎡ 立柜式空调,海尔,变频,海尔 (Haier)2/3匹变频冷暖一级能效智能圆柱柜机 3匹 KFR-72LW/07EAB21AU1,
美的（Midea）2匹/3匹二级能效 wifi物联网静音变频冷暖 空调圆柱柜机制冷王 KFR-51LW/BP2DN1Y-YB300(B,美的空调辽宁天鸿专卖店,11299786064,12599.00,8399.00,1,100,1,0,0,,美的（Midea） 美的（Midea）2匹/3匹二级能效 wifi物联网静音变频冷暖 空调圆柱柜机制冷王 KFR-51LW/BP2DN1Y-YB300(B 11299786064 美的空调辽宁天鸿专卖店 99.0kg 中国大陆 变频 冷暖空调 变频空调 金色 2匹 一级能效 30-40㎡ 立柜式空调,美的,变频,美的（Midea）2匹/3匹二级能效 wifi物联网静音变频冷暖 空调圆柱柜机制冷王 KFR-51LW/BP2DN1Y-YB300(B,
美的 （Midea） 冷静星 定速 冷暖空调 柜机 立柜式 PC400 KFR-51LW/DY-PA400 2匹,美的空调天津中环专卖店,11267529978,6299.00,3999.00,2,100,2,0,0,,美的 美的 （Midea） 冷静星 定速 冷暖空调 柜机 立柜式 PC400 KFR-51LW/DY-PA400 2匹 11267529978 美的空调天津中环专卖店 120.0kg 中国大陆 31022210000535 定频 冷暖空调 圆柱式空调 白色 2匹 三级能效 30-40㎡ 立柜式空调,美的,定频,美的 （Midea） 冷静星 定速 冷暖空调 柜机 立柜式 PC400 KFR-51LW/DY-PA400 2匹,
